,id,text,label,Comments
4655,22783,0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到1455.41元欠款到账，请问在今天17点30分前，可以将欠款存入尾号1695的微众银行卡内吗？0001:可以。,稍后还款,
4691,22934,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期6天了，逾期金额为2599.47元，麻烦在今天16点前将欠款存入尾号8143的中国银行卡内，您看可以吗？0001:嗯。,稍后还款,
4703,22987,0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到2042.63元欠款到账，请问在今天16点前，可以将欠款存入尾号4394的工商银行卡内吗？0001:嗯，可以。,稍后还款,
4709,23009,0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到1647.36元欠款到账，请问在今天17点30分前，可以将欠款存入尾号4299的工商银行卡内吗？0001:好的。,稍后还款,
4733,23117,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期5天了，逾期金额为2091.7元，麻烦在今天16点前将欠款存入尾号3775的农业银行卡内，您看可以吗？0001:我操你妈的，我等了你们又不搞。,存钱未扣款,
4739,23148,0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到3552.91元欠款到账，请问在今天16点前，可以将欠款存入尾号4278的农业银行卡内吗？0001:啊，本来里面就有了。,存钱未扣款,
4751,23207,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期5天了，逾期金额为2216.46元，麻烦在今天16点前将欠款存入尾号8681的建设银行卡内，您看可以吗？0001:请问您是哪家机构？,意图不明,
4757,23230,0000:您好，本次通话将全程录音，您在微众银行车贷中心的车贷已经逾期5天了，逾期金额为2734.38元，麻烦在今天17点30分前将欠款存入尾号7793的邮储银行卡内，您看可以吗？0001:你你你听到吗能听到吗？,意图不明,
4769,23265,0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到2327.31元欠款到账，请问在今天16点前，可以将欠款存入尾号8806的邮储银行卡内吗？0001:嗯，可以的，昨天工资没到账，不好意思啊。,稍后还款,
4781,23320,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期4天了，逾期金额为3050.29元，麻烦在今天16点前将欠款存入尾号3391的建设银行卡内，您看可以吗？0001:嗯，可以。,稍后还款,
4835,23565,0000:您好，本次通话将全程录音，您在微众银行车贷中心的车贷已经逾期6天了，逾期金额为4526.37元，麻烦在今天17点30分前将欠款存入尾号7828的邮储银行卡内，您看可以吗？0001:好。,稍后还款,
4859,23648,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期5天了，逾期金额为3479.45元，麻烦在今天16点前将欠款存入尾号7722的建设银行卡内，您看可以吗？0001:要不那要不那我我把你们的号呃，呃，跟他说一下，叫他们给你叫他给你打行吗？,意图不明,
4889,23784,0000:您好，本次通话将全程录音，您在微众银行车贷中心的车贷已经逾期4天了，逾期金额为3322.35元，麻烦在今天17点30分前将欠款存入尾号7208的工商银行卡内，您看可以吗？0001:喂。,意图不明,
4907,23869,0000:您好，本次通话将全程录音，您在微众银行车贷中心的车贷已经逾期4天了，逾期金额为538.2元，麻烦在今天17点30分前将欠款存入尾号6726的工商银行卡内，您看可以吗？0001:嗯，可以。,稍后还款,
4919,23927,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期6天了，逾期金额为1299.84元，麻烦在今天16点前将欠款存入尾号2992的邮储银行卡内，您看可以吗？0001:啊，可以可以忘了车贷忘还了，这月留着那个。,稍后还款,
4925,23948,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期5天了，逾期金额为2049.19元，麻烦在今天16点前将欠款存入尾号3575的农业银行卡内，您看可以吗？0001:可以的。,稍后还款,
4931,23978,0000:您好，本次通话将全程录音，您在微众银行车贷中心的车贷已经逾期5天了，逾期金额为2853.69元，麻烦在今天17点30分前将欠款存入尾号7733的工商银行卡内，您看可以吗？0001:嗯，可以可以可以。,稍后还款,
4955,24097,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期5天了，逾期金额为3272.42元，麻烦在今天16点前将欠款存入尾号0670的农业银行卡内，您看可以吗？0001:啊，可以可以。,稍后还款,
4961,24119,0000:请问您是将欠款2243.62元存入尾号7971的农业银行卡内了吗？0001:昨天昨天你不是打电话，他就说昨天吧，昨天都存，早就存好了，是我的那个身份证过期给搞了也。,存钱未扣款,
4973,24172,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期5天了，逾期金额为1769.0元，麻烦在今天16点前将欠款存入尾号4571的工商银行卡内，您看可以吗？0001:昨天都存进去了，没扣啊。,存钱未扣款,
4985,24215,0000:请问您是将欠款1566.77元存入尾号8137的建设银行卡内了吗？0001:哦，已经存了。,存钱未扣款,
4991,24246,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期4天了，逾期金额为2669.03元，麻烦在今天16点前将欠款存入尾号5976的农业银行卡内，您看可以吗？0001:哦，行，可以可以。哎，哎我已经已经已经打进去了啊。,存钱未扣款,
5009,24305,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期5天了，逾期金额为1962.29元，麻烦在今天16点前将欠款存入尾号5597的工商银行卡内，您看可以吗？0001:现在没有钱啊，要等到那个款被借到借了款了再打过来。,资金困难,
5063,24559,"0000:您在邮储银行的车贷已经逾期5天了,逾期金额为2946.97元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:可以。",稍后还款,
5099,24760,0000:您好，我们已经通知到您欠款的事宜，请您今天下午的16点前务必处理掉欠款，如果没有处理掉，您将被我方列入为高风险客户，我方将重新审核您的贷款资质，您到时候将面临解除贷款合同的风险，所以请您务必重视，您清楚了吗？0001:我银行卡里面一直有钱，我都跟你说。,存钱未扣款,
5111,24804,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为4975.43元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:好的好的。",稍后还款,
5117,24841,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为2848.9元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:行，我知道了嗯。",稍后还款,
5135,24942,0000:您好，我们是邮储银行车贷中心，请问您是马师荣先生吗？0001:你看我啊，你都不扣两天打电话给我。,存钱未扣款,
5159,25028,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到5779.05元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:您说的我这边记下来了，那就先这样再见。",稍后还款,
5165,25062,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为2239.22元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:嗯，可以。",稍后还款,
5195,25200,0000:请问您是将欠款4977.66元，存入您的支付宝账户或支付宝前三张储蓄卡内吗？0001:是吧？,存钱未扣款,
5201,25235,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到5260.91元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:嗯，明天明天就处理了。",稍后还款,
5207,25256,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为603.31元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:所以我知道。",稍后还款,
5267,25540,"0000:请问您是将欠款1834.62元，存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:我我已经存在那个卡里面了。",存钱未扣款,
5279,25606,"0000:您在邮储银行的车贷已经逾期6天了,逾期金额为2944.67元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:好。",稍后还款,
5285,25637,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为3319.36元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:那没有用看收罗。",意图不明,
5321,25781,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到5444.95元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:哦，可以可以。",稍后还款,
5339,25888,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为2388.31元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:可以。",稍后还款,
5345,25918,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到2174.87元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:可以。",稍后还款,
5435,26346,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到3554.84元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:可以呀。",稍后还款,
5465,26487,"0000:您在邮储银行的车贷已经逾期6天了,逾期金额为3000.19元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:啊。",稍后还款,
5501,26670,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为2271.76元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:嗯，好。",稍后还款,
5507,26708,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到2966.86元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:哦，是这样的，我那个因为过节嘛，然后可能要到十号，明天给发上，弄上去可以吗？",资金困难,
5513,26738,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为2946.46元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:三。",意图不明,
5519,26758,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到7629.67元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:知道了。",稍后还款,
5579,27030,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为6526.7元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:嗯，好。",稍后还款,
5591,27086,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为5855.58元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:已经存进去了，可以扣了。",存钱未扣款,
5657,27364,"0000:您在邮储银行的车贷已经逾期6天了,逾期金额为3646.78元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:今天晚一点可以吗？",稍后还款,
5681,27493,"0000:您在邮储银行的车贷已经逾期6天了,逾期金额为1811.15元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:嗯，好的，再见。",稍后还款,
5687,27523,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到1487.73元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:嗯，可以。",稍后还款,
5699,27582,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到1542.22元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:都已经扣了刚才已经扣过了。",已还款,
5711,27622,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为3028.99元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:嗯，我会尽快存进去的哈嗯。",稍后还款,
5723,27665,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到6236.38元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:好的好的好的。",稍后还款,
5729,27695,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为3825.3元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:可以呀。",稍后还款,
5735,27718,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为1203.34元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:请问您是什么机构？",意图不明,
5765,27873,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为7743.0元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:你要缓几天行不？",资金困难,
5777,27921,0000:您好，具体逾期费用建议您拨打客服电话400 820 5022咨询，这边给您来电主要是提醒您车款逾期的事情，请您按照合同按时还款，以免征信受到影响，所以请您今天14点前务必处理好车款，您看可以吗？0001:贷款的相关信息我已经记下来了，等会就转告他，还有其他事需要转达吗？,意图不明,
5801,28025,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为2185.3元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:嗯，好。",稍后还款,
5831,28185,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为2382.97元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:啊，可以可以可以。",稍后还款,
5843,28243,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为1984.14元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:可以可以。",稍后还款,
5873,28406,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为2759.19元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:还款的时候我会转告他的，还有其他事情吗？",意图不明,
5933,28712,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为5096.62元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:嗯，好的。",稍后还款,
5975,28924,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为2768.38元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:我现在在医院。",意图不明,
